Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,Fingerprint,MW,LogP,TPSA,HBD,HBA,scaffold
Cycloheptyl-5-spirobarbituric acid,-1.844,1,210.233,2,2,0,75.27,-3.168,O=C2NC(=O)C1(CCCCCC1)C(=O)N2 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49C970>,210.23299999999998,0.6929999999999998,75.27,2.0,3.0,O=C1NC(=O)C2(CCCCCC2)C(=O)N1
Fructose,0.471,1,180.156,5,1,2,110.38,0.64,OCC1OC(O)(CO)C(O)C1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49CB30>,180.156,-3.2197999999999998,110.38000000000001,5.0,6.0,C1CCOC1
"3,5-Dimethylphenol",-2.652,1,122.16699999999996,1,1,0,20.23,-1.4,Cc1cc(C)cc(O)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49CCF0>,122.16699999999997,2.0090399999999997,20.23,1.0,1.0,c1ccccc1
Barban,-4.16,1,258.104,1,1,2,38.33,-4.37,ClCC#CCOC(=O)Nc1cccc(Cl)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49CEB0>,258.104,3.130700000000001,38.33,1.0,2.0,c1ccccc1
p-Chloroacetanilide,-2.642,1,169.611,1,1,1,29.1,-2.843,CC(=O)Nc1ccc(Cl)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49D070>,169.611,2.2984,29.1,1.0,1.0,c1ccccc1
"2,2',3,4,5,5',6-PCB",-7.898,1,395.3270000000001,0,2,1,0.0,-8.94,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49D230>,395.3270000000001,7.9274000000000004,0.0,0.0,0.0,c1ccc(-c2ccccc2)cc1
"2,2-Dimethylbutane",-2.584,1,86.17799999999998,0,0,0,0.0,-3.55,CCC(C)(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49D3F0>,86.17799999999998,2.442500000000001,0.0,0.0,0.0,
N-Methylaniline ,-2.097,1,107.15599999999998,1,1,1,12.03,-1.28,CNc1ccccc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49D5B0>,107.15599999999998,1.7283,12.03,1.0,1.0,c1ccccc1
"1,4-Pentadiene ",-1.758,1,68.119,0,0,2,0.0,-2.09,C=CCC=C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49D770>,68.119,1.7485,0.0,0.0,0.0,
Hydrocortisone 21-acetate,-3.692,1,404.5030000000002,2,4,3,100.90000000000002,-4.88,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49D930>,404.5030000000002,2.3524000000000003,100.90000000000002,2.0,6.0,O=C1C=C2CCC3C4CCCC4CCC3C2CC1
DNOC,-2.818,1,198.134,1,1,2,106.51000000000002,-1.456,Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49DAF0>,198.134,1.5170200000000003,106.51000000000002,1.0,5.0,c1ccccc1
Lorazepam,-3.75,1,321.163,2,3,1,61.690000000000005,-3.604,OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49DCB0>,321.163,3.101300000000001,61.690000000000005,2.0,3.0,O=C1CN=C(c2ccccc2)c2ccccc2N1
3-Chlorophenol,-2.761,1,128.558,1,1,0,20.23,-0.7,Oc1cccc(Cl)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49DE70>,128.558,2.0456,20.23,1.0,1.0,c1ccccc1
m-Chlorobromobenzene,-3.928,1,191.455,0,1,0,0.0,-3.21,Clc1cccc(Br)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49E030>,191.45499999999998,3.102500000000001,0.0,0.0,0.0,c1ccccc1
chlorothiazide,-1.7519999999999998,1,295.72900000000004,2,2,1,118.69,-3.05,NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49E1F0>,295.72900000000004,-0.06089999999999923,118.69,2.0,5.0,O=S1(=O)NC=Nc2ccccc21
5-Methyl-5-ethylbarbituric acid,-0.911,1,170.16799999999998,2,1,1,75.27000000000001,-1.228,O=C1NC(=O)NC(=O)C1(C)CC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49E3B0>,170.16799999999998,-0.2313000000000005,75.27000000000001,2.0,3.0,O=C1CC(=O)NC(=O)N1
2-Phenoxyethanol,-1.761,1,138.16599999999997,1,1,3,29.46,-0.7,OCCOc1ccccc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49E570>,138.16599999999997,1.0576999999999999,29.46,1.0,2.0,c1ccccc1
Diphenylmethane,-4.09,2,168.239,0,2,2,0.0,-4.08,C(c1ccccc1)c2ccccc2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49E730>,168.239,3.277400000000002,0.0,0.0,0.0,c1ccc(Cc2ccccc2)cc1
3-Octanol,-2.033,1,130.23099999999997,1,0,5,20.23,-1.98,CCCCCC(O)CC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49E8F0>,130.23099999999997,2.3376,20.23,1.0,1.0,
Flumetralin,-6.584,1,421.7340000000001,0,2,6,89.51999999999998,-6.78,CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49EAB0>,421.7340000000001,5.340800000000003,89.51999999999998,0.0,5.0,c1ccc(CNc2ccccc2)cc1
Propazine,-3.329,1,229.71500000000003,2,1,4,62.73,-4.43,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49EC70>,229.71500000000003,2.1655999999999995,62.730000000000004,2.0,5.0,c1ncncn1
2-Methylpentanol,-1.381,1,102.177,1,0,3,20.23,-1.11,CCCC(C)CO,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49EE30>,102.17699999999999,1.4149,20.23,1.0,1.0,
2-Methyl-2-hexanol,-1.663,1,116.20399999999998,1,0,3,20.23,-1.08,CCCCC(C)(C)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49EFF0>,116.20399999999998,1.9475000000000002,20.23,1.0,1.0,
Ethylbenzene,-2.988,1,106.16799999999996,0,1,1,0.0,-2.77,CCc1ccccc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49F1B0>,106.16799999999996,2.2490000000000006,0.0,0.0,0.0,c1ccccc1
5-(3-Methyl-2-butenyl)-5-ethylbarbital,-2.126,1,224.26,2,1,3,75.27000000000001,-2.253,O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49F370>,224.25999999999996,1.1050999999999993,75.27000000000001,2.0,3.0,O=C1CC(=O)NC(=O)N1
Heptachlor,-5.26,1,373.3209999999999,0,3,0,0.0,-6.317,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49F530>,373.3209999999999,5.2415,0.0,0.0,0.0,C1=CC2C3C=CC(C3)C2C1
butallylonal,-2.766,1,303.156,2,1,4,75.27000000000001,-2.647,CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49F6F0>,303.156,1.6836,75.27000000000001,2.0,3.0,O=C1CC(=O)NC(=O)N1
Fenpropathrin,-6.15,1,349.43000000000006,0,3,5,59.32000000000001,-6.025,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49F8B0>,349.43000000000006,5.268980000000004,59.32000000000001,0.0,4.0,O=C(OCc1cccc(Oc2ccccc2)c1)C1CC1
Methoprene,-4.795,1,310.47800000000007,0,0,10,35.53,-5.19,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49D000>,310.47800000000007,5.062000000000006,35.53,0.0,3.0,
Ethyl propionate,-1.1909999999999998,1,102.133,0,0,2,26.3,-0.66,CCOC(=O)CC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49EA40>,102.133,0.9595,26.3,0.0,2.0,
Prometryn,-3.693,1,241.364,2,1,5,62.73,-4.1,CSc1nc(NC(C)C)nc(NC(C)C)n1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49CE40>,241.364,2.2340999999999998,62.730000000000004,2.0,6.0,c1ncncn1
Buturon,-3.199,1,236.702,1,1,2,32.34,-3.9,CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49CF20>,236.702,2.825400000000001,32.34,1.0,1.0,c1ccccc1
"2,3-Dimethylnaphthalene",-4.1160000000000005,1,156.22799999999998,0,2,0,0.0,-4.72,Cc1cc2ccccc2cc1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49FED0>,156.22799999999998,3.456640000000002,0.0,0.0,0.0,c1ccc2ccccc2c1
"2,4',5-PCB",-5.7620000000000005,1,257.547,0,2,1,0.0,-6.25,Clc1ccc(cc1)c2cc(Cl)ccc2Cl ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49FD10>,257.547,5.313800000000001,0.0,0.0,0.0,c1ccc(-c2ccccc2)cc1
"2,3',4,4',5-PCB",-7.343,1,360.88200000000006,0,2,1,0.0,-7.39,Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49FB50>,360.88200000000006,7.274000000000001,0.0,0.0,0.0,c1ccc(-c2ccccc2)cc1
2-cyanoguanidine,0.361,1,84.082,2,0,0,88.19,-0.31,NC(N)=NC#N ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49F990>,84.082,-1.2591199999999998,88.19,2.0,2.0,
Chloropicrin,-1.866,1,164.375,0,0,0,43.14,-2.0,ClC(Cl)(Cl)N(=O)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49F7D0>,164.375,1.5908000000000002,43.14,0.0,2.0,
"2,6-PCB",-4.984,1,223.102,0,2,1,0.0,-5.21,Clc1cccc(Cl)c1c2ccccc2 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49F610>,223.102,4.660400000000003,0.0,0.0,0.0,c1ccc(-c2ccccc2)cc1
p-Methoxybenzaldehyde,-2.252,1,136.14999999999998,0,1,2,26.3,-1.49,COc1ccc(C=O)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49F450>,136.14999999999998,1.5076999999999998,26.3,0.0,2.0,c1ccccc1
4-Nitroacetanilide,-2.219,1,180.163,1,1,2,72.24000000000001,-2.692,CC(=O)Nc1ccc(cc1)N(=O)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49F290>,180.16299999999998,1.5531999999999997,72.24000000000001,1.0,3.0,c1ccccc1
Ethyl heptanoate,-2.608,1,158.241,0,0,6,26.3,-2.74,CCCCCCC(=O)OCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49F0D0>,158.24099999999999,2.5199000000000007,26.3,0.0,2.0,
p-Hydroxyacetanilide,-1.495,1,151.165,2,1,1,49.33,-1.03,CC(=O)Nc1ccc(O)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49EF10>,151.165,1.3505999999999998,49.33,2.0,2.0,c1ccccc1
indazole,-2.34,2,118.13899999999998,1,2,0,28.68,-2.16,c2ccc1[nH]ncc1c2 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49ED50>,118.13899999999998,1.5629,28.68,1.0,1.0,c1ccc2[nH]ncc2c1
triamcinolone acetonide,-3.928,1,434.50400000000025,2,5,2,93.06000000000002,-4.31,CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49EB90>,434.50400000000025,2.4188000000000005,93.06000000000002,2.0,6.0,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCOC12
guanine,-0.67,1,151.129,3,2,0,100.45,-3.583,Nc2nc1[nH]cnc1c(=O)[nH]2 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49E9D0>,151.129,-0.7716000000000003,100.44999999999999,3.0,4.0,O=c1[nH]cnc2[nH]cnc12
Methyl acetate,-0.416,1,74.07900000000001,0,0,0,26.3,0.46,COC(=O)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49E810>,74.07900000000001,0.1792999999999999,26.3,0.0,2.0,
Stanolone,-3.882,1,290.44699999999995,1,4,0,37.3,-4.743,CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49E650>,290.44699999999995,3.9591000000000034,37.3,1.0,2.0,O=C1CCC2C(CCC3C4CCCC4CCC23)C1
1-Hexene-3-ol,-1.199,1,100.161,1,0,3,20.23,-0.59,CCCC(O)C=C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49E490>,100.16099999999999,1.3334,20.23,1.0,1.0,
norbormide,-4.238,1,511.5810000000002,2,7,5,92.18,-3.931,OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49E2D0>,511.5810000000002,4.289400000000002,92.18,2.0,5.0,O=C1NC(=O)C2C3C(C(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12
Dibutyl ether ,-2.135,1,130.231,0,0,6,9.23,-1.85,CCCCOCCCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49E110>,130.231,2.603200000000001,9.23,0.0,1.0,
1-Dodecanol,-3.523,1,186.339,1,0,10,20.23,-4.8,CCCCCCCCCCCCO,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49DF50>,186.33899999999997,3.8996000000000035,20.23,1.0,1.0,
RTI 6,-3.335,1,313.36100000000005,2,3,4,81.59000000000002,-3.36,CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49DD90>,313.36100000000005,1.6287999999999996,81.59000000000002,2.0,6.0,O=C1Nc2cccnc2Nc2ncccc21
2-Methyl-2-pentanol,-1.308,1,102.17699999999998,1,0,2,20.23,-0.49,CCCC(C)(C)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49DBD0>,102.17699999999998,1.5574,20.23,1.0,1.0,
Flucytosine,-0.132,1,129.09399999999997,2,1,0,71.77,-0.972,Nc1nc(=O)[nH]cc1F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49DA10>,129.09399999999997,-0.5088000000000001,71.77,2.0,3.0,O=c1nccc[nH]1
stadacaine,-5.127999999999999,1,293.40700000000004,0,1,9,38.77,-3.84,CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49D850>,293.40700000000004,3.8884000000000034,38.77,0.0,4.0,c1ccccc1
2-Methyl-2-heptanol,-2.017,1,130.231,1,0,4,20.23,-1.72,CCCCCC(C)(C)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49D690>,130.231,2.3376000000000006,20.23,1.0,1.0,
Hexamethylbenzene,-4.361000000000001,1,162.27599999999998,0,1,0,0.0,-5.23,Cc1c(C)c(C)c(C)c(C)c1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49D4D0>,162.27599999999998,3.5371200000000025,0.0,0.0,0.0,c1ccccc1
Thymol,-3.129,1,150.22099999999998,1,1,1,20.23,-2.22,CC(C)c1ccc(C)cc1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49D310>,150.22099999999998,2.824020000000002,20.23,1.0,1.0,c1ccccc1
Pteridine,-0.906,2,132.12599999999998,0,2,0,51.56,0.02,c2cnc1ncncc1n2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49D150>,132.12599999999998,0.41979999999999984,51.56,0.0,4.0,c1cnc2ncncc2n1
Parathion,-3.949,1,291.26500000000004,0,1,7,70.83000000000001,-4.66,CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49CF90>,291.26500000000004,3.2711000000000023,70.83000000000001,0.0,6.0,c1ccccc1
Methane,-0.636,0,16.043,0,0,0,0.0,-0.9,C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49CDD0>,16.043,0.6361,0.0,0.0,0.0,
indoline,-2.195,2,119.167,1,2,0,12.03,-1.04,c2ccc1NCCc1c2 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49CC10>,119.16699999999999,1.6545999999999998,12.03,1.0,1.0,c1ccc2c(c1)CCN2
1-Nitronapthalene,-3.414,1,173.171,0,2,1,43.14,-3.54,O=N(=O)c1cccc2ccccc12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49CA50>,173.171,2.748000000000001,43.14,0.0,2.0,c1ccc2ccccc2c1
3-Methyl-2-pentanone,-1.266,1,100.161,0,0,2,17.07,-0.67,CCC(C)C(=O)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49C890>,100.16099999999999,1.6215,17.07,0.0,1.0,
isoguanine,-1.74,1,151.129,3,2,0,100.71,-3.401,Nc1nc(O)nc2nc[nH]c12 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49C6D0>,151.129,-0.3593,100.71000000000001,3.0,5.0,c1ncc2[nH]cnc2n1
bromadiolone,-7.877000000000001,1,527.4140000000002,2,5,6,70.67,-4.445,OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49C510>,527.4140000000002,7.183700000000006,70.67,2.0,4.0,O=c1oc2ccccc2cc1C(CCc1ccc(-c2ccccc2)cc1)c1ccccc1
Nitromethane,-0.042,1,61.040000000000006,0,0,0,43.14,0.26,CN(=O)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49C350>,61.040000000000006,-0.10710000000000008,43.14,0.0,2.0,
Triallate,-4.578,1,304.67,0,0,4,20.31,-4.88,CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49C190>,304.66999999999996,4.843900000000003,20.310000000000002,0.0,2.0,
"1,5-Hexadiene ",-2.112,1,82.14599999999999,0,0,3,0.0,-2.68,C=CCCC=C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49FA70>,82.14599999999999,2.1386000000000003,0.0,0.0,0.0,
Indole,-2.654,2,117.15099999999995,1,2,0,15.79,-1.52,c2ccc1[nH]ccc1c2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49FC30>,117.15099999999997,2.1678999999999995,15.79,1.0,0.0,c1ccc2[nH]ccc2c1
Androstenedione,-3.393,1,286.415,0,4,0,34.14,-3.69,CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A49FDF0>,286.415,4.087400000000003,34.14,0.0,2.0,O=C1C=C2CCC3C4CCC(=O)C4CCC3C2CC1
1-Hexene,-2.364,1,84.16199999999999,0,0,3,0.0,-3.23,CCCCC=C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4A0660>,84.16199999999999,2.3626000000000005,0.0,0.0,0.0,
Xipamide,-3.642,1,354.8150000000001,3,2,3,109.48999999999998,-3.79,Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4A04A0>,354.8150000000001,2.5621400000000008,109.48999999999998,3.0,4.0,O=C(Nc1ccccc1)c1ccccc1
Ethylcyclohexane,-3.245,1,112.216,0,1,1,0.0,-4.25,CCC1CCCCC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4A3E60>,112.21600000000001,2.976700000000002,0.0,0.0,0.0,C1CCCCC1
2-Nonanone,-2.263,1,142.242,0,0,6,17.07,-2.58,CCCCCCCC(=O)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4A3CA0>,142.242,2.935900000000001,17.07,0.0,1.0,
Mebendazole,-4.118,1,295.298,2,3,3,84.07999999999998,-3.88,COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4A3AE0>,295.298,2.972200000000001,84.07999999999998,2.0,4.0,O=C(c1ccccc1)c1ccc2nc[nH]c2c1
Chloropham,-3.544,1,213.664,1,1,2,38.33,-3.38,CC(C)OC(=O)Nc1cccc(Cl)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4A3920>,213.66400000000002,3.2969000000000017,38.33,1.0,2.0,c1ccccc1
RTI 12,-3.446,1,288.73800000000006,0,3,1,49.330000000000005,-4.114,CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4A3760>,288.73800000000006,2.878000000000001,49.330000000000005,0.0,4.0,O=C1Nc2cccnc2Nc2ncccc21
Carbaryl,-3.087,1,201.225,1,2,1,38.33,-3.224,CNC(=O)Oc1cccc2ccccc12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4A35A0>,201.225,2.5580000000000007,38.33,1.0,2.0,c1ccc2ccccc2c1
Ethyne,-0.252,1,26.038,0,0,0,0.0,0.29,C#C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4A33E0>,26.037999999999997,0.24939999999999998,0.0,0.0,0.0,
"3,5-Dimethylpyridine",-2.0980000000000003,1,107.15599999999998,0,1,0,12.89,0.38,Cc1cncc(C)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4A3220>,107.15599999999998,1.69844,12.89,0.0,1.0,c1ccncc1
"1,4-Cyclohexadiene",-1.842,2,80.12999999999998,0,1,0,0.0,-2.06,C1C=CCC=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4A3060>,80.12999999999998,1.8926,0.0,0.0,0.0,C1=CCC=CC1
Mecarbam,-3.738,1,329.3800000000001,0,0,8,65.07000000000001,-2.518,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4A2EA0>,329.3800000000001,2.6320000000000006,65.07000000000001,0.0,7.0,
1-Phenylethanol,-1.919,1,122.16699999999996,1,1,1,20.23,-0.92,CC(O)c1ccccc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4A2CE0>,122.16699999999996,1.7399,20.23,1.0,1.0,c1ccccc1
"1,2-Dichloropropane",-1.794,1,112.987,0,0,1,0.0,-1.6,CC(Cl)CCl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4A2B20>,112.98700000000001,1.8525,0.0,0.0,0.0,
2-Ethyl-2-hexanal,-2.081,1,126.19899999999998,0,0,4,17.07,-2.46,CCCC=C(CC)C=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4A2960>,126.19899999999998,2.3218000000000005,17.07,0.0,1.0,
Disulfoton,-3.975,1,274.413,0,0,9,18.46,-4.23,CCOP(=S)(OCC)SCCSCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4A27A0>,274.413,3.7702000000000027,18.46,0.0,5.0,
methyltestosterone acetate,-4.863,1,344.4950000000001,0,4,1,43.370000000000005,-5.284,CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4A25E0>,344.4950000000001,4.840100000000005,43.370000000000005,0.0,3.0,O=C1C=C2CCC3C4CCCC4CCC3C2CC1
"2,4,6-PCB",-5.604,1,257.547,0,2,1,0.0,-6.14,Clc1ccc(cc1)c2c(Cl)cccc2Cl ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4A2420>,257.547,5.313800000000001,0.0,0.0,0.0,c1ccc(-c2ccccc2)cc1
difluron,-4.692,1,310.687,2,2,2,58.2,-6.02,Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4A2260>,310.687,3.5801000000000016,58.2,2.0,2.0,O=C(NC(=O)c1ccccc1)Nc1ccccc1
Triclosan,-5.645,1,289.545,1,2,2,29.46,-4.46,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4A20A0>,289.54499999999996,5.144700000000002,29.46,1.0,2.0,c1ccc(Oc2ccccc2)cc1
diisooctyl phthalate,-7.117000000000001,1,390.5640000000002,0,1,14,52.60000000000001,-6.6370000000000005,c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4A1EE0>,390.5640000000002,6.433000000000008,52.60000000000001,0.0,4.0,c1ccccc1
Corticosterone,-3.454,1,346.46700000000016,2,4,2,74.6,-3.24,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A4A1D20>,346.46700000000016,2.666700000000002,74.6,2.0,4.0,O=C1C=C2CCC3C4CCCC4CCC3C2CC1
